ProjectID,District,County,ProjectType,ContractorID,LowBidder,ItemDescription,Unit,Quantity,UnitPrice_USD,EngineerEst_USD,LetDate
A00045322,Abilene,Taylor,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,312.5,37.42,32.00,2025-12-03
A00178516,Austin,Bastrop,Construction,FIRM-A365,No,MTL W-BEAM GD FEN (TIM POST),LF,800,30.00,27.50,2025-10-08
A00135345,Austin,Williamson,Construction,FIRM-CC48,No,MTL W-BEAM GD FEN (TIM POST),LF,175,25.81,28.00,2026-02-05
A00189999,Bryan,Washington,Construction,FIRM-64D9,No,MTL W-BEAM GD FEN (TIM POST),LF,75,41.40,29.00,2026-04-07
A00136586,Corpus Christi,Goliad,Construction,FIRM-ECFD,No,MTL W-BEAM GD FEN (TIM POST),LF,300,34.41,30.00,2026-05-06
A00190177,Corpus Christi,Karnes,Construction,FIRM-3FEF,No,MTL W-BEAM GD FEN (TIM POST),LF,100,35.00,50.00,2026-06-02
A00194041,Dallas,Navarro,Construction,FIRM-115B,No,MTL W-BEAM GD FEN (TIM POST),LF,200,24.30,30.00,2026-02-05
A00212454,Dallas,Collin,Construction,FIRM-38DC,No,MTL W-BEAM GD FEN (TIM POST),LF,650,25.00,25.00,2026-07-01
A00206565,Lufkin,Houston,Construction,FIRM-68F6,No,MTL W-BEAM GD FEN (TIM POST),LF,425,35.00,25.00,2026-06-03
A00207502,San Antonio,Wilson,Construction,FIRM-49EE,No,MTL W-BEAM GD FEN (TIM POST),LF,500,27.00,28.50,2026-05-07
A00045322,Abilene,Taylor,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,312.5,32.00,32.00,2025-12-03
A00177149,Abilene,Jones,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,250,30.00,30.00,2026-01-07
A00194401,Atlanta,Bowie,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,375,30.00,30.00,2026-06-02
A00184211,Atlanta,Panola,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,212.5,30.00,30.00,2026-06-02
A00184925,Atlanta,Panola,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,150,30.00,30.00,2026-06-02
A00184216,Atlanta,Panola,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,150,30.00,30.00,2026-06-02
A00130848,Atlanta,Bowie,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,200,28.00,28.00,2024-10-02
A00196488,Atlanta,Cass,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,425,30.00,30.00,2024-12-04
A00178516,Austin,Bastrop,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,550,27.50,27.50,2025-10-08
A00188275,Austin,Bastrop,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,250,27.50,27.50,2025-10-08
A00135345,Austin,Williamson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,175,28.00,28.00,2026-02-05
A00190263,Austin,Bastrop,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,4037.5,25.50,25.50,2025-06-04
A00197439,Austin,Hays,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,1715.5,25.00,25.00,2026-08-06
A00196602,Beaumont,Jefferson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,350,31.00,31.00,2025-01-07
A00196604,Beaumont,Jefferson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,5587.5,30.00,30.00,2026-07-01
A00190134,Beaumont,Jasper,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,75,25.00,25.00,2026-03-05
A00200904,Beaumont,Newton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,25.00,25.00,2026-03-05
A00200906,Beaumont,Newton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,125,25.00,25.00,2026-03-05
A00178374,Beaumont,Orange,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,62.5,25.00,25.00,2026-05-07
A00178376,Beaumont,Orange,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,25.00,25.00,2026-05-07
A00178379,Beaumont,Orange,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,25.00,25.00,2026-05-07
A00184805,Beaumont,Jefferson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,137.5,26.45,26.45,2026-06-03
A00183477,Beaumont,Jefferson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,587.5,26.45,26.45,2026-06-03
A00192187,Beaumont,Chambers,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,37.5,30.00,30.00,2026-08-06
A00184091,Beaumont,Liberty,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,325,23.60,23.60,2024-09-06
A00180186,Beaumont,Liberty,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,22175,28.00,28.00,2026-07-02
A00189999,Bryan,Washington,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,75,29.00,29.00,2026-04-07
A00189993,Bryan,Leon,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,300,28.00,28.00,2026-08-05
A00189996,Bryan,Leon,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,350,28.00,28.00,2026-08-05
A00189992,Bryan,Leon,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,250,28.00,28.00,2026-08-05
A00189994,Bryan,Leon,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,137.5,28.00,28.00,2026-08-05
A00186409,Corpus Christi,Nueces,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,200,26.00,26.00,2026-04-08
A00136586,Corpus Christi,Goliad,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,300,30.00,30.00,2026-05-06
A00176646,Corpus Christi,Nueces,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,2050,26.00,26.00,2026-05-06
A00190177,Corpus Christi,Karnes,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,50.00,50.00,2026-06-02
A00190176,Corpus Christi,Jim Wells,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,287.5,30.00,30.00,2026-06-03
A00179701,Corpus Christi,Nueces,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,1400,44.66,44.66,2025-05-01
A00194045,Dallas,Ellis,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,30.00,30.00,2026-02-05
A00194041,Dallas,Navarro,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,30.00,30.00,2026-02-05
A00185405,Dallas,Denton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,200,35.00,35.00,2026-06-03
A00185705,Dallas,Denton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,35.00,35.00,2026-06-03
A00206419,Dallas,Dallas,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,300,30.00,30.00,2025-03-05
A00178241,Dallas,Dallas,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,300,30.00,30.00,2024-09-06
A00196059,Dallas,Rockwall,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,26.00,26.00,2025-03-04
A00209324,Dallas,Collin,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,400,50.00,50.00,2025-06-04
A00066973,Dallas,Ellis,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,2025,25.00,25.00,2025-10-08
A00066969,Dallas,Collin,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,1000,26.00,26.00,2025-11-06
A00195794,Dallas,Collin,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,1350,26.00,26.00,2025-12-03
A00212454,Dallas,Collin,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,650,25.00,25.00,2026-07-01
A00064204,Dallas,Ellis,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,425,25.00,25.00,2024-11-07
A00058758,Dallas,Ellis,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,375,27.00,27.00,2025-03-04
A00129683,Fort Worth,Johnson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,3675,30.00,30.00,2025-10-08
A00061424,Fort Worth,Parker,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,12.50,12.50,2025-10-09
A00209833,Fort Worth,Tarrant,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,3180,25.65,25.65,2026-04-07
A00210421,Fort Worth,Parker,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,2100,25.00,25.00,2026-06-03
A00209445,Houston,Montgomery,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,275,30.00,30.00,2026-01-06
A00140549,Houston,Harris,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,450,28.00,28.00,2026-04-07
A00196689,Laredo,Webb,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,9850,28.00,28.00,2025-03-04
A00196689,Laredo,Webb,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,28.00,28.00,2025-03-04
A00196689,Laredo,Webb,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,25,28.00,28.00,2025-03-04
A00198027,Laredo,Webb,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,9400,28.00,28.00,2026-08-05
A00186521,Laredo,Zavala,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,35.00,35.00,2026-04-07
A00200541,Laredo,Kinney,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,264,35.00,35.00,2026-04-07
A00125496,Lubbock,Lubbock,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,260,40.00,40.00,2026-07-02
A00206565,Lufkin,Houston,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,425,25.00,25.00,2026-06-03
A00181046,Pharr,Starr,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,40.00,40.00,2025-01-07
A00197960,Pharr,Cameron,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,205,28.08,28.08,2026-04-08
A00197962,Pharr,Cameron,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,875,28.08,28.08,2026-04-08
A00131912,Pharr,Hidalgo,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,900,32.00,32.00,2026-08-05
A00109269,Pharr,Hidalgo,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,1250,30.00,30.00,2026-05-07
A00211677,San Antonio,Bexar,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,25,43.00,43.00,2026-06-02
A00207502,San Antonio,Wilson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,500,28.50,28.50,2026-05-07
A00187130,San Antonio,Guadalupe,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,925,25.00,25.00,2026-05-07
A00124556,Yoakum,Matagorda,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,400,32.00,32.00,2025-03-04
A00197887,Beaumont,Orange,Construction,FIRM-B173,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1263,30.00,26.00,2025-04-04
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-00E4,Yes,MTL W-BEAM GD FEN (TIM POST),LF,276,24.50,28.00,2025-07-02
A00197887,Beaumont,Orange,Construction,FIRM-7B58,No,MTL W-BEAM GD FEN (TIM POST),LF,1263,23.00,26.00,2025-04-04
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-115B,No,MTL W-BEAM GD FEN (TIM POST),LF,276,32.70,28.00,2025-07-02
A00197887,Beaumont,Orange,Construction,FIRM-F002,No,MTL W-BEAM GD FEN (TIM POST),LF,1263,35.00,26.00,2025-04-04
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-6C9D,No,MTL W-BEAM GD FEN (TIM POST),LF,276,26.00,28.00,2025-07-02
A00197887,Beaumont,Orange,Construction,FIRM-8B19,No,MTL W-BEAM GD FEN (TIM POST),LF,1263,25.97,26.00,2025-04-04
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-49EE,No,MTL W-BEAM GD FEN (TIM POST),LF,276,29.00,28.00,2025-07-02
A00197887,Beaumont,Orange,Construction,FIRM-B884,No,MTL W-BEAM GD FEN (TIM POST),LF,1263,25.00,26.00,2025-04-04
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-2479,No,MTL W-BEAM GD FEN (TIM POST),LF,276,35.00,28.00,2025-07-02
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-C6AB,No,MTL W-BEAM GD FEN (TIM POST),LF,276,26.95,28.00,2025-07-02
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-E9AA,No,MTL W-BEAM GD FEN (TIM POST),LF,276,25.00,28.00,2025-07-02
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-C9B4,No,MTL W-BEAM GD FEN (TIM POST),LF,276,35.00,28.00,2025-07-02
A00197887,Beaumont,Orange,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,1263,26.00,26.00,2025-04-04
A00183414,Wichita Falls,Throckmorton,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,276,28.00,28.00,2025-07-02
A00184204,Atlanta,Harrison,Construction,FIRM-B638,Yes,MTL W-BEAM GD FEN (TIM POST),LF,550,26.00,30.00,2025-06-04
A00132273,El Paso,Culberson,Construction,FIRM-08FE,Yes,MTL W-BEAM GD FEN (TIM POST),LF,25393,30.00,40.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-8BBD,Yes,MTL W-BEAM GD FEN (TIM POST),LF,100,32.00,32.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-0E6B,No,MTL W-BEAM GD FEN (TIM POST),LF,100,35.70,32.00,2025-06-04
A00184204,Atlanta,Harrison,Construction,FIRM-C6AB,No,MTL W-BEAM GD FEN (TIM POST),LF,550,26.22,30.00,2025-06-04
A00132273,El Paso,Culberson,Construction,FIRM-7733,No,MTL W-BEAM GD FEN (TIM POST),LF,25393,30.00,40.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-38DD,No,MTL W-BEAM GD FEN (TIM POST),LF,100,28.75,32.00,2025-06-04
A00184204,Atlanta,Harrison,Construction,FIRM-F3FB,No,MTL W-BEAM GD FEN (TIM POST),LF,550,26.50,30.00,2025-06-04
A00132273,El Paso,Culberson,Construction,FIRM-00C2,No,MTL W-BEAM GD FEN (TIM POST),LF,25393,35.00,40.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-C449,No,MTL W-BEAM GD FEN (TIM POST),LF,100,27.00,32.00,2025-06-04
A00184204,Atlanta,Harrison,Construction,FIRM-6C9D,No,MTL W-BEAM GD FEN (TIM POST),LF,550,25.00,30.00,2025-06-04
A00132273,El Paso,Culberson,Construction,FIRM-FFDB,No,MTL W-BEAM GD FEN (TIM POST),LF,25393,28.75,40.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-FF46,No,MTL W-BEAM GD FEN (TIM POST),LF,100,35.20,32.00,2025-06-04
A00184204,Atlanta,Harrison,Construction,FIRM-4D5C,No,MTL W-BEAM GD FEN (TIM POST),LF,550,27.00,30.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-0E52,No,MTL W-BEAM GD FEN (TIM POST),LF,100,29.81,32.00,2025-06-04
A00184204,Atlanta,Harrison,Construction,FIRM-DA83,No,MTL W-BEAM GD FEN (TIM POST),LF,550,35.00,30.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-7909,No,MTL W-BEAM GD FEN (TIM POST),LF,100,35.00,32.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,100,35.00,32.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-74BB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,30.00,32.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-7733,No,MTL W-BEAM GD FEN (TIM POST),LF,100,110.00,32.00,2025-06-04
A00184204,Atlanta,Harrison,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,350,30.00,30.00,2025-06-04
A00184205,Atlanta,Panola,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,200,30.00,30.00,2025-06-04
A00132273,El Paso,Culberson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,25393,40.00,40.00,2025-06-04
A00187950,San Antonio,Wilson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,100,32.00,32.00,2025-06-04
A00193322,Abilene,Taylor,Construction,FIRM-5ED6,Yes,MTL W-BEAM GD FEN (TIM POST),LF,725,28.00,30.00,2025-03-05
A00190132,Beaumont,Jasper,Construction,FIRM-1A5E,Yes,MTL W-BEAM GD FEN (TIM POST),LF,300,36.00,35.00,2025-01-08
A00190138,Beaumont,Liberty,Construction,FIRM-8035,Yes,MTL W-BEAM GD FEN (TIM POST),LF,537.5,28.86,35.00,2025-06-05
A00044436,Fort Worth,Johnson,Construction,FIRM-115B,Yes,MTL W-BEAM GD FEN (TIM POST),LF,200,26.88,32.00,2025-03-05
A00130692,Houston,Montgomery,Construction,FIRM-A503,Yes,MTL W-BEAM GD FEN (TIM POST),LF,1550,23.44,30.00,2025-01-07
A00193322,Abilene,Taylor,Construction,FIRM-7733,No,MTL W-BEAM GD FEN (TIM POST),LF,725,28.00,30.00,2025-03-05
A00190132,Beaumont,Jasper,Construction,FIRM-649E,No,MTL W-BEAM GD FEN (TIM POST),LF,300,27.96,35.00,2025-01-08
A00190138,Beaumont,Liberty,Construction,FIRM-CA7F,No,MTL W-BEAM GD FEN (TIM POST),LF,537.5,30.00,35.00,2025-06-05
A00044436,Fort Worth,Johnson,Construction,FIRM-E9AA,No,MTL W-BEAM GD FEN (TIM POST),LF,200,25.00,32.00,2025-03-05
A00130692,Houston,Montgomery,Construction,FIRM-BCBF,No,MTL W-BEAM GD FEN (TIM POST),LF,1550,30.00,30.00,2025-01-07
A00193322,Abilene,Taylor,Construction,FIRM-68AD,No,MTL W-BEAM GD FEN (TIM POST),LF,725,35.00,30.00,2025-03-05
A00190132,Beaumont,Jasper,Construction,FIRM-6C9D,No,MTL W-BEAM GD FEN (TIM POST),LF,300,30.00,35.00,2025-01-08
A00190138,Beaumont,Liberty,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,537.5,29.70,35.00,2025-06-05
A00044436,Fort Worth,Johnson,Construction,FIRM-38DC,No,MTL W-BEAM GD FEN (TIM POST),LF,200,25.00,32.00,2025-03-05
A00130692,Houston,Montgomery,Construction,FIRM-7B58,No,MTL W-BEAM GD FEN (TIM POST),LF,1550,23.50,30.00,2025-01-07
A00193322,Abilene,Taylor,Construction,FIRM-649E,No,MTL W-BEAM GD FEN (TIM POST),LF,725,31.11,30.00,2025-03-05
A00190132,Beaumont,Jasper,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,300,36.19,35.00,2025-01-08
A00130692,Houston,Montgomery,Construction,FIRM-80CC,No,MTL W-BEAM GD FEN (TIM POST),LF,1550,31.00,30.00,2025-01-07
A00193322,Abilene,Taylor,Construction,FIRM-F311,No,MTL W-BEAM GD FEN (TIM POST),LF,725,26.00,30.00,2025-03-05
A00190132,Beaumont,Jasper,Construction,FIRM-79E7,No,MTL W-BEAM GD FEN (TIM POST),LF,300,28.00,35.00,2025-01-08
A00130692,Houston,Montgomery,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,1550,36.00,30.00,2025-01-07
A00193322,Abilene,Taylor,Construction,FIRM-B884,No,MTL W-BEAM GD FEN (TIM POST),LF,725,30.00,30.00,2025-03-05
A00190132,Beaumont,Jasper,Construction,FIRM-115B,No,MTL W-BEAM GD FEN (TIM POST),LF,300,31.63,35.00,2025-01-08
A00190132,Beaumont,Jasper,Construction,FIRM-B173,No,MTL W-BEAM GD FEN (TIM POST),LF,300,28.00,35.00,2025-01-08
A00190132,Beaumont,Jasper,Construction,FIRM-3F5A,No,MTL W-BEAM GD FEN (TIM POST),LF,300,34.90,35.00,2025-01-08
A00193322,Abilene,Taylor,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,725,30.00,30.00,2025-03-05
A00190132,Beaumont,Jasper,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,150,35.00,35.00,2025-01-08
A00178381,Beaumont,Tyler,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,150,35.00,35.00,2025-01-08
A00190145,Beaumont,Chambers,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,162.5,35.00,35.00,2025-06-05
A00190138,Beaumont,Liberty,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,75,35.00,35.00,2025-06-05
A00193916,Beaumont,Liberty,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,300,35.00,35.00,2025-06-05
A00044436,Fort Worth,Johnson,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,200,32.00,32.00,2025-03-05
A00130692,Houston,Montgomery,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,1550,30.00,30.00,2025-01-07
A00135286,Pharr,Cameron,Construction,FIRM-C0B9,Yes,MTL W-BEAM GD FEN (TIM POST),LF,12.5,50.00,50.00,2025-08-07
A00199485,Pharr,Cameron,Construction,FIRM-2A36,Yes,MTL W-BEAM GD FEN (TIM POST),LF,250,34.00,35.00,2025-08-07
A00135286,Pharr,Cameron,Construction,FIRM-E289,No,MTL W-BEAM GD FEN (TIM POST),LF,12.5,57.50,50.00,2025-08-07
A00199485,Pharr,Cameron,Construction,FIRM-C0B9,No,MTL W-BEAM GD FEN (TIM POST),LF,250,32.00,35.00,2025-08-07
A00135286,Pharr,Cameron,Construction,FIRM-1D29,No,MTL W-BEAM GD FEN (TIM POST),LF,12.5,42.22,50.00,2025-08-07
A00199485,Pharr,Cameron,Construction,FIRM-3414,No,MTL W-BEAM GD FEN (TIM POST),LF,250,35.00,35.00,2025-08-07
A00199485,Pharr,Cameron,Construction,FIRM-76B8,No,MTL W-BEAM GD FEN (TIM POST),LF,250,35.00,35.00,2025-08-07
A00199485,Pharr,Cameron,Construction,FIRM-9545,No,MTL W-BEAM GD FEN (TIM POST),LF,250,30.00,35.00,2025-08-07
A00199485,Pharr,Cameron,Construction,FIRM-8B77,No,MTL W-BEAM GD FEN (TIM POST),LF,250,36.28,35.00,2025-08-07
A00199485,Pharr,Cameron,Construction,FIRM-4991,No,MTL W-BEAM GD FEN (TIM POST),LF,250,35.00,35.00,2025-08-07
A00199485,Pharr,Cameron,Construction,FIRM-E289,No,MTL W-BEAM GD FEN (TIM POST),LF,250,32.50,35.00,2025-08-07
A00135286,Pharr,Cameron,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,12.5,50.00,50.00,2025-08-07
A00191375,Pharr,Cameron,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,250,35.00,35.00,2025-08-07
A00129735,Dallas,Dallas,Construction,FIRM-4FB6,Yes,MTL W-BEAM GD FEN (TIM POST),LF,50,40.00,50.00,2024-09-05
A00129735,Dallas,Dallas,Construction,FIRM-115B,No,MTL W-BEAM GD FEN (TIM POST),LF,50,24.64,50.00,2024-09-05
A00129735,Dallas,Dallas,Construction,FIRM-1FAE,No,MTL W-BEAM GD FEN (TIM POST),LF,50,25.00,50.00,2024-09-05
A00129735,Dallas,Dallas,Construction,FIRM-38DC,No,MTL W-BEAM GD FEN (TIM POST),LF,50,24.25,50.00,2024-09-05
A00129735,Dallas,Dallas,Construction,FIRM-6C9D,No,MTL W-BEAM GD FEN (TIM POST),LF,50,28.00,50.00,2024-09-05
A00129735,Dallas,Dallas,Construction,FIRM-95A4,No,MTL W-BEAM GD FEN (TIM POST),LF,50,78.11,50.00,2024-09-05
A00129735,Dallas,Dallas,Construction,FIRM-8B19,No,MTL W-BEAM GD FEN (TIM POST),LF,50,26.50,50.00,2024-09-05
A00129735,Dallas,Dallas,Construction,FIRM-29CB,No,MTL W-BEAM GD FEN (TIM POST),LF,50,50.00,50.00,2024-09-05
A00064769,Dallas,Ellis,Construction,FIRM-88FE,Yes,MTL W-BEAM GD FEN (TIM POST),LF,350,30.00,50.00,2025-07-01
A00129184,Dallas,Ellis,Construction,FIRM-115B,Yes,MTL W-BEAM GD FEN (TIM POST),LF,600,24.52,50.00,2025-07-02
A00191334,Dallas,Collin,Construction,FIRM-F9CD,Yes,MTL W-BEAM GD FEN (TIM POST),LF,325,22.00,28.00,2025-08-07
A00064769,Dallas,Ellis,Construction,FIRM-C455,No,MTL W-BEAM GD FEN (TIM POST),LF,350,26.20,50.00,2025-07-01
A00129184,Dallas,Ellis,Construction,FIRM-AD6A,No,MTL W-BEAM GD FEN (TIM POST),LF,600,36.00,50.00,2025-07-02
A00064769,Dallas,Ellis,Construction,FIRM-0E6B,No,MTL W-BEAM GD FEN (TIM POST),LF,350,25.00,50.00,2025-07-01
A00064769,Dallas,Ellis,Construction,FIRM-38DC,No,MTL W-BEAM GD FEN (TIM POST),LF,350,25.00,50.00,2025-07-01
A00064769,Dallas,Ellis,Construction,FIRM-B884,No,MTL W-BEAM GD FEN (TIM POST),LF,350,50.00,50.00,2025-07-01
A00064769,Dallas,Ellis,Construction,FIRM-AD6A,No,MTL W-BEAM GD FEN (TIM POST),LF,350,24.00,50.00,2025-07-01
A00129184,Dallas,Ellis,Construction,FIRM-88FE,No,MTL W-BEAM GD FEN (TIM POST),LF,600,26.00,50.00,2025-07-02
A00191334,Dallas,Collin,Construction,FIRM-6D2A,No,MTL W-BEAM GD FEN (TIM POST),LF,325,33.35,28.00,2025-08-07
A00064769,Dallas,Ellis,Construction,FIRM-8B5E,No,MTL W-BEAM GD FEN (TIM POST),LF,350,24.40,50.00,2025-07-01
A00129184,Dallas,Ellis,Construction,FIRM-8B5E,No,MTL W-BEAM GD FEN (TIM POST),LF,600,23.75,50.00,2025-07-02
A00191334,Dallas,Collin,Construction,FIRM-38DC,No,MTL W-BEAM GD FEN (TIM POST),LF,325,27.50,28.00,2025-08-07
A00064769,Dallas,Ellis,Construction,FIRM-115B,No,MTL W-BEAM GD FEN (TIM POST),LF,350,24.75,50.00,2025-07-01
A00129184,Dallas,Ellis,Construction,FIRM-C434,No,MTL W-BEAM GD FEN (TIM POST),LF,600,27.00,50.00,2025-07-02
