ProjectID,District,County,ProjectType,ContractorID,LetDate,NumBidders,WinningBid_USD,EngineerEst_USD,WorkingDays
A00212369,Beaumont,Orange,Maintenance,FIRM-035A,2024-11-13,12,212039.00,317863.00,29
A00216493,Beaumont,Jasper,Maintenance,FIRM-94A8,2026-07-21,5,313007.00,532481.50,365
A00213887,Bryan,Walker,Maintenance,FIRM-3FEF,2025-04-09,7,168965.00,188454.97,20
A00218000,Bryan,Brazos,Maintenance,FIRM-8D8B,2025-11-12,11,179564.95,195406.15,26
A00212677,Corpus Christi,Nueces,Maintenance,FIRM-78B1,2024-11-19,3,730498.31,749398.50,180
A00214313,Corpus Christi,San Patricio,Maintenance,FIRM-AD0D,2025-03-18,3,188952.00,198595.00,365
A00215292,Dallas,Dallas,Maintenance,FIRM-AC3C,2025-07-09,7,485525.00,663421.38,105
A00215529,Dallas,Dallas,Maintenance,FIRM-AC3C,2025-07-09,7,450404.00,600318.63,105
A00217099,Dallas,Denton,Maintenance,FIRM-3FEF,2026-02-11,4,76356.00,50183.00,15
A00211921,Dallas,Collin,Maintenance,FIRM-3FEF,2024-10-31,5,244800.00,283095.00,365
A00217375,Dallas,Collin,Maintenance,FIRM-EFD2,2025-12-10,8,89809.00,249736.00,365
A00212007,El Paso,El Paso,Maintenance,FIRM-75F3,2024-12-04,6,1234611.00,1628400.00,365
A00213622,El Paso,El Paso,Maintenance,FIRM-22C3,2025-05-02,2,1603475.00,1290561.62,365
A00217905,El Paso,Presidio,Maintenance,FIRM-85EC,2026-01-07,5,1198026.00,1760250.00,365
A00214015,Fort Worth,Tarrant,Maintenance,FIRM-3F89,2025-07-01,7,4210079.00,4940462.46,365
A00212712,Fort Worth,Tarrant,Maintenance,FIRM-CB2B,2025-08-08,5,1286000.00,1972000.00,730
A00214381,Houston,Harris,Maintenance,FIRM-1A5E,2025-06-04,5,5144697.90,3769901.80,365
A00218945,Houston,Brazoria,Maintenance,FIRM-33FF,2026-07-14,5,320088.00,409930.90,365
A00217825,Houston,Harris,Maintenance,FIRM-7C19,2026-01-07,4,1056205.00,1284121.75,365
A00218978,Houston,Harris,Maintenance,FIRM-2375,2026-07-14,4,952987.00,659077.00,365
A00212070,Houston,Galveston,Maintenance,FIRM-80E3,2025-05-13,6,421850.00,536620.36,365
A00214298,Houston,Montgomery,Maintenance,FIRM-6755,2026-02-10,7,444263.00,656645.46,365
A00217524,Houston,Waller,Maintenance,FIRM-C1B7,2025-12-09,6,284740.00,753542.70,365
A00212736,Houston,Harris,Maintenance,FIRM-75F3,2025-05-01,7,1126484.00,1509733.00,730
A00214768,Houston,Harris,Maintenance,FIRM-3866,2025-08-07,5,8487545.43,9004107.45,365
A00214769,Houston,Harris,Maintenance,FIRM-80E3,2025-07-01,6,7978980.70,14004540.90,365
A00214767,Houston,Harris,Maintenance,FIRM-8B19,2025-08-08,6,8751469.42,12285537.50,365
A00213546,Lufkin,Nacogdoches,Maintenance,FIRM-5AF6,2025-02-19,6,98012.00,130180.00,365
A00217726,Lufkin,Nacogdoches,Maintenance,FIRM-C1B7,2026-02-11,6,150750.00,148355.00,365
A00214695,Lufkin,Sabine,Maintenance,FIRM-5AF6,2025-05-21,3,103435.00,154946.85,365
A00212577,Lufkin,San Augustine,Maintenance,FIRM-5AF6,2025-01-15,4,123070.00,177895.00,365
A00217725,Lufkin,San Augustine,Maintenance,FIRM-5AF6,2026-01-05,5,120970.05,181270.00,365
A00212176,Lufkin,San Jacinto,Maintenance,FIRM-C1B7,2025-01-15,6,143895.00,229740.00,365
A00217700,Lufkin,San Jacinto,Maintenance,FIRM-2375,2026-01-05,5,186220.00,212590.00,365
A00216236,Paris,Hopkins,Maintenance,FIRM-0BA5,2025-10-16,5,299930.00,316512.63,40
A00213670,Paris,Hunt,Maintenance,FIRM-85B3,2025-06-26,5,409057.00,604545.45,365
A00064689,Abilene,Jones,Construction,FIRM-1DF0,2024-12-03,6,14844600.55,14375294.75,103
A00188777,Houston,Waller,Construction,FIRM-C434,2026-04-08,6,1140622.52,848686.03,40
A00216480,Houston,Fort Bend,Construction,FIRM-BCBF,2026-06-03,5,3065936.15,2859278.60,73
A00208845,Pharr,Cameron,Construction,FIRM-7733,2025-09-05,4,4646842.47,5386210.20,100
A00193344,Abilene,Taylor,Construction,FIRM-0A7D,2025-07-02,5,797375.00,942691.00,63
A00212942,El Paso,El Paso,Construction,FIRM-75F3,2025-03-04,10,276338.00,425202.00,51
A00060109,Fort Worth,Tarrant,Construction,FIRM-8B19,2025-11-06,9,9907252.48,11406087.09,323
A00123516,Houston,Harris,Construction,FIRM-D186,2026-02-04,5,1278950.78,1699693.25,180
A00215811,Houston,Harris,Construction,FIRM-9200,2026-05-07,6,2254485.54,2286187.03,56
A00186770,Houston,Harris,Construction,FIRM-9CC3,2024-09-06,5,514412.05,611132.61,89
A00193592,Houston,Galveston,Construction,FIRM-D186,2026-01-07,13,4291676.33,5126158.92,120
A00193595,Houston,Harris,Construction,FIRM-7F87,2026-08-05,14,1834898.09,2203492.80,120
A00215203,Laredo,Webb,Construction,FIRM-8201,2026-04-08,4,582871.72,823513.55,58
A00206486,Pharr,Hidalgo,Construction,FIRM-8201,2026-06-03,8,837743.21,1012070.00,128
A00210548,Dallas,Denton,Construction,FIRM-A87F,2025-08-08,15,288012.00,976026.20,46
A00217225,El Paso,Hudspeth,Construction,FIRM-8B19,2026-02-04,3,18198405.00,17756320.88,296
A00206590,Fort Worth,Hood,Construction,FIRM-DC30,2026-05-07,4,126370.10,188493.66,17
A00183891,Fort Worth,Tarrant,Construction,FIRM-1338,2025-07-02,10,1172135.00,2180309.00,120
A00186838,Houston,Brazoria,Construction,FIRM-D186,2024-10-01,4,90038.02,113525.92,47
A00193458,Houston,Montgomery,Construction,FIRM-2F37,2024-12-04,7,1308619.25,1712053.35,264
A00193463,Houston,Montgomery,Construction,FIRM-D186,2025-09-04,9,636099.25,667613.00,52
A00206015,Houston,Harris,Construction,FIRM-7C19,2024-12-04,5,405810.67,511621.27,42
A00141130,Houston,Harris,Construction,FIRM-DC30,2025-07-02,4,1588377.55,2124618.81,67
A00197546,Houston,Harris,Construction,FIRM-7C19,2025-07-01,5,875958.39,1092183.78,75
A00213071,Waco,McLennan,Construction,FIRM-9C62,2025-04-03,6,378726.35,494421.60,105
A00195528,Abilene,Scurry,Construction,FIRM-7733,2025-04-03,5,5573028.95,7639239.35,162
A00192940,Atlanta,Harrison,Construction,FIRM-47AF,2026-02-05,10,1619890.45,1614403.48,132
A00130007,Austin,Travis,Construction,FIRM-81BD,2024-11-07,5,3314600.08,4018784.61,70
A00197378,Austin,Hays,Construction,FIRM-573E,2026-03-04,8,1788337.62,2310563.58,50
A00209819,Austin,Hays,Construction,FIRM-8BBD,2026-03-05,8,1570962.64,2510763.77,33
A00197982,Austin,Llano,Construction,FIRM-81BD,2025-07-01,6,1179799.95,1337472.10,62
A00193136,Austin,Williamson,Construction,FIRM-A365,2026-02-05,10,2760447.65,3092707.89,135
A00204825,Brownwood,Stephens,Construction,FIRM-95A4,2024-11-06,12,501898.98,618292.00,45
A00205634,Dallas,Ellis,Construction,FIRM-E801,2026-02-04,12,18932077.24,25389268.20,381
A00196687,Dallas,Kaufman,Construction,FIRM-00E4,2026-07-01,10,598150.10,726590.00,79
A00064052,Dallas,Kaufman,Construction,FIRM-08FE,2025-04-03,10,16864509.37,18042937.69,381
A00176137,Dallas,Denton,Construction,FIRM-CEE4,2025-09-05,8,4145279.20,4037878.05,127
A00176132,Dallas,Denton,Construction,FIRM-CF08,2025-11-05,7,5095390.44,5694490.47,241
A00188996,Dallas,Collin,Construction,FIRM-F9CD,2026-07-02,7,11064754.04,12398052.11,257
A00194003,Dallas,Collin,Construction,FIRM-6D2A,2025-11-06,6,8652246.35,12202344.72,228
A00131586,Dallas,Kaufman,Construction,FIRM-008F,2025-03-05,7,80359417.06,99274919.89,774
A00206074,Fort Worth,Parker,Construction,FIRM-9557,2026-01-06,10,6252902.76,10552188.50,116
A00205023,Houston,Montgomery,Construction,FIRM-85FC,2026-01-07,13,2219724.30,2760375.80,132
A00186223,Houston,Harris,Construction,FIRM-16A4,2025-10-08,11,6547219.34,8730471.70,242
A00190685,Houston,Fort Bend,Construction,FIRM-980D,2026-07-01,12,19505917.99,20113245.09,342
A00191470,Houston,Fort Bend,Construction,FIRM-80FF,2026-08-06,10,32673736.13,42352205.94,460
A00191471,Houston,Fort Bend,Construction,FIRM-80FF,2026-08-05,9,25954399.85,31713551.79,357
A00130684,Houston,Harris,Construction,FIRM-BCBF,2025-01-08,7,1067872.27,1858367.48,42
A00140284,Houston,Fort Bend,Construction,FIRM-BCBF,2025-03-05,4,5168419.02,7142956.41,78
A00188408,Houston,Montgomery,Construction,FIRM-A503,2025-05-02,6,4090556.76,4988014.32,75
A00188781,Houston,Waller,Construction,FIRM-BCBF,2026-02-04,8,3274774.38,4422423.25,82
A00139359,Houston,Harris,Construction,FIRM-CA7F,2026-03-04,10,2049391.00,3780771.71,158
A00213393,Laredo,Webb,Construction,FIRM-336E,2025-12-02,4,3866337.78,4320911.92,175
A00133020,Laredo,Webb,Construction,FIRM-80FF,2026-06-02,8,2951706.36,3395617.48,130
A00064662,Lufkin,Houston,Construction,FIRM-68F6,2025-08-08,7,9900198.38,11385716.50,207
A00193119,Lufkin,Nacogdoches,Construction,FIRM-68F6,2026-05-06,10,5074603.77,5568462.80,148
A00206568,Lufkin,Houston,Construction,FIRM-0FBA,2026-07-01,6,3814102.44,4104552.80,156
A00199843,Odessa,Reeves,Construction,FIRM-00C2,2026-08-06,6,8604312.00,8844235.35,239
A00187426,Paris,Fannin,Construction,FIRM-F9CD,2025-09-04,5,5445359.04,5774526.36,214
A00193590,Paris,Lamar,Construction,FIRM-9798,2026-06-03,6,4580817.96,4618483.94,124
A00197563,Pharr,Cameron,Construction,FIRM-AF52,2026-01-06,8,6565145.66,7384758.79,443
A00197420,San Antonio,Medina,Construction,FIRM-8BBD,2026-03-04,10,11778114.45,16198822.06,224
A00186300,San Antonio,Bexar,Construction,FIRM-050A,2026-07-01,8,167741121.11,175294461.04,828
A00059931,San Antonio,Bexar,Construction,FIRM-891D,2026-04-07,5,55859370.00,61080463.21,761
A00059341,San Antonio,Bexar,Construction,FIRM-16A4,2026-04-08,6,96535029.71,108472351.54,781
A00212486,Tyler,Smith,Construction,FIRM-397E,2026-04-08,10,1516226.34,1629505.50,130
A00060555,Tyler,Gregg,Construction,FIRM-840D,2025-11-06,6,3494061.95,3954370.45,89
A00049653,Tyler,Gregg,Construction,FIRM-4D5C,2026-08-06,6,17959231.08,19466265.25,603
A00131524,Waco,Coryell,Construction,FIRM-8056,2025-09-04,4,7187652.68,12372591.53,180
A00194280,Waco,Bell,Construction,FIRM-E54D,2026-08-06,9,4094514.95,4466139.97,223
A00194681,Wichita Falls,Archer,Construction,FIRM-D8DE,2025-05-02,7,1712102.36,1935196.45,102
A00190971,Abilene,Taylor,Construction,FIRM-7F0A,2025-05-01,10,1338126.80,1390494.33,101
A00206930,Abilene,Taylor,Construction,FIRM-5ED6,2026-02-05,7,8968076.23,10040718.56,126
A00128458,Amarillo,Randall,Construction,FIRM-D0D7,2026-08-05,6,42220204.15,50287231.93,537
A00206714,Atlanta,Bowie,Construction,FIRM-C6AB,2026-05-06,12,942425.98,1157636.50,132
A00211983,Dallas,Dallas,Construction,FIRM-8B19,2026-02-04,5,7984022.60,9329111.00,209
A00196240,Dallas,Navarro,Construction,FIRM-B173,2025-12-03,8,1627075.18,2046631.06,36
A00210422,El Paso,El Paso,Construction,FIRM-00C2,2026-02-04,3,7195638.49,7749232.96,228
A00193343,El Paso,El Paso,Construction,FIRM-8DAD,2026-08-06,5,6996635.80,6949288.00,180
A00188712,Houston,Brazoria,Construction,FIRM-CB57,2025-04-03,7,2192872.71,2336182.94,90
A00187842,Odessa,Martin,Construction,FIRM-FFD8,2026-04-08,6,9373792.34,9927435.20,251
A00196643,Odessa,Ector,Construction,FIRM-FFD8,2026-04-07,4,10253365.56,7771644.52,181
A00128943,Odessa,Reeves,Construction,FIRM-08FE,2026-07-01,5,7369593.92,6744963.22,242
A00135150,San Antonio,Bexar,Construction,FIRM-CA83,2026-03-05,9,2498077.69,3287114.71,86
A00203744,Austin,Travis,Construction,FIRM-A646,2025-02-07,6,720110.11,645768.30,26
A00188196,Austin,Travis,Construction,FIRM-B173,2024-10-02,3,1673616.60,1561683.34,28
A00196221,Tyler,Gregg,Construction,FIRM-F3FB,2025-12-03,5,12524243.35,9540392.11,153
A00209377,Dallas,Denton,Construction,FIRM-80E3,2025-02-06,7,1920304.66,2467224.92,95
A00184102,Beaumont,Liberty,Construction,FIRM-7B58,2025-05-01,5,484908.43,573353.55,24
A00130307,Houston,Harris,Construction,FIRM-7B58,2025-02-06,8,1835597.33,2565249.09,81
A00196794,Lufkin,Houston,Construction,FIRM-B173,2024-10-01,4,13181849.79,14652486.20,263
A00206865,San Antonio,Atascosa,Construction,FIRM-2E97,2025-06-04,8,1236296.25,1904135.00,112
A00140276,Houston,Fort Bend,Construction,FIRM-BCBF,2025-02-07,8,585949.45,628501.57,17
A00180424,Laredo,Webb,Construction,FIRM-7733,2025-07-02,4,26042349.50,30716266.51,479
A00193383,Yoakum,Calhoun,Construction,FIRM-2B61,2025-07-01,8,4398168.09,5019825.65,150
A00187707,Bryan,Brazos,Construction,FIRM-80CC,2025-06-05,11,1789919.35,2013591.48,173
A00206665,Laredo,Dimmit,Construction,FIRM-81BD,2025-06-05,7,1400124.62,1691049.58,90
A00049652,Tyler,Gregg,Construction,FIRM-4D5C,2025-08-07,5,22863768.44,25999390.20,473
A00206608,El Paso,El Paso,Construction,FIRM-9A1B,2025-05-02,3,2780753.75,2097643.75,99
A00205768,Abilene,Stonewall,Construction,FIRM-6C9D,2025-09-05,11,3884350.00,8261189.51,107
A00177327,Dallas,Denton,Construction,FIRM-3FEF,2025-03-04,7,3143471.81,3503880.98,144
A00066995,Dallas,Rockwall,Construction,FIRM-B173,2025-01-07,4,3015283.42,3070989.24,150
A00059543,Lufkin,Angelina,Construction,FIRM-4D5C,2025-06-04,5,11124511.69,13188203.36,194
A00129124,Waco,McLennan,Construction,FIRM-8056,2025-05-01,4,10809103.87,15103012.16,300
A00199664,Austin,Williamson,Construction,FIRM-81BD,2025-06-05,9,4662190.69,5189367.85,225
A00184816,Dallas,Denton,Construction,FIRM-CF08,2025-01-08,6,9988205.61,10474532.26,279
A00193944,Dallas,Ellis,Construction,FIRM-C434,2025-08-08,8,6535504.83,7053216.56,180
A00063792,Fort Worth,Tarrant,Construction,FIRM-1FAE,2025-01-08,8,7221685.35,8152678.40,278
A00194530,Lufkin,Polk,Construction,FIRM-C6AB,2025-09-04,8,2472737.42,2506059.50,105
A00193092,Tyler,Anderson,Construction,FIRM-C6AB,2025-07-01,11,1639418.17,2383206.49,125
A00058519,Tyler,Gregg,Construction,FIRM-DA83,2025-07-02,7,31901002.57,37001247.46,535
A00134101,Waco,Coryell,Construction,FIRM-8056,2025-02-06,7,4787271.59,5558480.26,120
A00130760,Houston,Galveston,Construction,FIRM-891D,2025-06-04,6,9764258.62,12707852.20,180
A00133296,Houston,Harris,Construction,FIRM-11C9,2024-09-05,5,10487209.90,11757853.70,324
A00188549,San Angelo,Crockett,Construction,FIRM-654C,2024-09-05,6,5673708.11,6809082.18,298
A00184481,El Paso,El Paso,Construction,FIRM-C9ED,2024-12-03,3,6226703.14,6053315.43,340
A00187525,Bryan,Robertson,Construction,FIRM-C434,2025-07-02,8,18180794.59,25133871.91,435
A00187789,Dallas,Collin,Construction,FIRM-1816,2025-09-04,6,6821246.89,7332346.58,231
A00194720,El Paso,El Paso,Construction,FIRM-A2A4,2025-07-02,6,11897786.23,16966232.75,270
A00121173,Pharr,Starr,Construction,FIRM-891D,2025-09-05,7,62281400.15,75006464.81,662
A00210921,Houston,Brazoria,Maintenance,FIRM-4D3E,2024-08-04,3,392121.92,392121.92,365
A00210921,Houston,Brazoria,Maintenance,FIRM-5CC6,2024-08-04,3,392121.92,392121.92,365
A00211118,Houston,Harris,Maintenance,FIRM-5CC6,2024-08-18,3,998677.20,998677.20,365
A00211118,Houston,Harris,Maintenance,FIRM-4D3E,2024-08-18,3,998677.20,998677.20,365
A00210450,Laredo,Maverick,Maintenance,FIRM-B122,2024-08-08,2,271786.44,228402.50,365
A00211074,Paris,Fannin,Maintenance,FIRM-D6BE,2024-08-18,3,135538.84,135538.84,365
A00211074,Paris,Fannin,Maintenance,FIRM-5CC6,2024-08-18,3,135538.84,135538.84,365
A00211075,Paris,Grayson,Maintenance,FIRM-5CC6,2024-08-18,3,216265.32,216265.32,365
A00211075,Paris,Grayson,Maintenance,FIRM-D6BE,2024-08-18,3,216265.32,216265.32,365
A00211068,Paris,Hopkins,Maintenance,FIRM-D4AD,2024-08-18,3,159219.25,159219.25,365
A00211068,Paris,Hopkins,Maintenance,FIRM-5CC6,2024-08-18,3,159219.25,159219.25,365
A00211069,Paris,Hunt,Maintenance,FIRM-EA7F,2024-08-18,3,194606.90,194606.90,365
A00211069,Paris,Hunt,Maintenance,FIRM-5CC6,2024-08-18,3,194606.90,194606.90,365
A00211072,Paris,Lamar,Maintenance,FIRM-5CC6,2024-08-18,3,270969.25,270969.25,365
A00211072,Paris,Lamar,Maintenance,FIRM-D4AD,2024-08-18,3,270969.25,270969.25,365
A00211071,Paris,Rains,Maintenance,FIRM-5CC6,2024-08-18,3,78906.70,78906.70,365
A00211071,Paris,Rains,Maintenance,FIRM-EA7F,2024-08-18,3,78906.70,78906.70,365
A00207455,San Angelo,Coke,Maintenance,FIRM-35AE,2024-08-05,3,129688.00,123516.80,50
A00209461,San Angelo,Concho,Maintenance,FIRM-A9C9,2024-08-05,2,231228.57,257856.00,76
A00210619,San Angelo,Kimble,Maintenance,FIRM-B122,2024-08-05,2,232019.48,194992.00,72
A00207456,San Angelo,Reagan,Maintenance,FIRM-35AE,2024-08-05,2,137681.70,127829.70,52
A00207457,San Angelo,Real,Maintenance,FIRM-B122,2024-08-05,2,309138.54,202844.68,68
A00210623,San Angelo,Runnels,Maintenance,FIRM-B122,2024-08-05,3,225577.33,189614.00,58
A00207459,San Angelo,Sterling,Maintenance,FIRM-35AE,2024-08-05,2,181295.70,167825.70,74
A00210621,San Angelo,Tom Green,Maintenance,FIRM-35AE,2024-08-05,2,141714.50,176380.00,46
A00210874,Dallas,Kaufman,Maintenance,FIRM-6621,2024-08-07,3,85064.00,89180.00,180
A00209837,Fort Worth,Palo Pinto,Maintenance,FIRM-C20C,2024-08-15,4,156640.00,68310.00,180
A00210566,Bryan,Brazos,Maintenance,FIRM-94A8,2024-08-01,7,400901.00,650950.00,365
A00210674,Bryan,Washington,Maintenance,FIRM-94A8,2024-08-01,8,400151.00,651400.00,365
A00210176,Dallas,Dallas,Maintenance,FIRM-2DCC,2024-08-07,3,823336.37,987585.00,365
A00194768,Houston,Harris,Maintenance,FIRM-1A5E,2024-08-01,3,3560810.00,4766060.25,365
A00209403,Lufkin,Houston,Maintenance,FIRM-6731,2024-08-07,4,239834.00,322969.00,365
A00210606,Paris,Hunt,Maintenance,FIRM-A66A,2024-08-15,4,607777.00,935500.00,365
A00210635,Wichita Falls,Wichita,Maintenance,FIRM-2C76,2024-08-02,13,448995.00,546685.00,100
A00187167,Yoakum,Colorado,Maintenance,FIRM-3FEF,2024-08-28,3,473375.00,409810.00,45
A00210695,Paris,Lamar,Maintenance,FIRM-BA3C,2024-08-15,6,91843.04,114525.00,365
A00207144,Pharr,Cameron,Maintenance,FIRM-5CC6,2024-08-06,3,54000.00,54000.00,730
A00207144,Pharr,Cameron,Maintenance,FIRM-8E6A,2024-08-06,3,54000.00,54000.00,730
A00210524,Pharr,Cameron,Maintenance,FIRM-5CC6,2024-08-06,3,59223.84,59223.84,730
A00210524,Pharr,Cameron,Maintenance,FIRM-8E6A,2024-08-06,3,59223.84,59223.84,730
A00209465,Wichita Falls,Archer,Maintenance,FIRM-5CC6,2024-08-31,3,74973.90,74973.90,730
A00209465,Wichita Falls,Archer,Maintenance,FIRM-9042,2024-08-31,3,74973.90,74973.90,730
A00209468,Wichita Falls,Clay,Maintenance,FIRM-5CC6,2024-08-31,3,123276.46,123276.46,730
A00209468,Wichita Falls,Clay,Maintenance,FIRM-9042,2024-08-31,3,123276.46,123276.46,730
A00209469,Wichita Falls,Wichita,Maintenance,FIRM-9042,2024-08-31,3,75634.50,75634.50,730
A00209469,Wichita Falls,Wichita,Maintenance,FIRM-5CC6,2024-08-31,3,75634.50,75634.50,730
A00209471,Wichita Falls,Wilbarger,Maintenance,FIRM-9042,2024-08-31,3,119826.20,119826.20,730
A00209471,Wichita Falls,Wilbarger,Maintenance,FIRM-5CC6,2024-08-31,3,119826.20,119826.20,730
A00209672,Atlanta,Bowie,Maintenance,FIRM-DC30,2024-08-02,6,858521.00,1075005.00,254
A00206039,Austin,Bastrop,Maintenance,FIRM-1A77,2024-08-14,2,68358.00,71730.00,120
A00188076,Austin,Travis,Maintenance,FIRM-88A8,2024-08-27,4,534570.00,685377.50,730
A00210696,Bryan,Brazos,Maintenance,FIRM-DC30,2024-08-01,9,1138950.00,1854000.00,730
A00210607,Corpus Christi,Live Oak,Maintenance,FIRM-AD0D,2024-08-02,5,1055857.42,2079982.09,365
A00205720,Dallas,Collin,Maintenance,FIRM-3FEF,2024-08-07,3,309500.00,249250.00,365
A00208425,Fort Worth,Erath,Maintenance,FIRM-2375,2024-08-01,5,288605.00,341366.41,365
A00208729,Houston,Brazoria,Maintenance,FIRM-1A5E,2024-08-06,5,440382.80,879729.38,90
A00209671,Houston,Galveston,Maintenance,FIRM-B479,2024-08-06,4,269911.48,263367.50,80
A00209269,Houston,Harris,Maintenance,FIRM-C5E8,2024-08-01,7,1287900.00,1604385.00,730
A00209251,Houston,Harris,Maintenance,FIRM-7C19,2024-08-06,4,858823.50,906111.18,365
A00208645,Houston,Waller,Maintenance,FIRM-DC30,2024-08-06,6,177113.92,215820.00,365
A00209651,Houston,Harris,Maintenance,FIRM-970E,2024-08-06,3,322137.50,327837.50,365
A00211105,Lubbock,Lubbock,Maintenance,FIRM-5CC6,2024-08-25,3,234532.49,234532.49,365
A00211105,Lubbock,Lubbock,Maintenance,FIRM-8D0F,2024-08-25,3,234532.49,234532.49,365
A00195241,Maintenance Division,Travis,Maintenance,FIRM-6C4B,2024-08-01,3,186000.00,194000.00,365
A00211259,Odessa,Ector,Maintenance,FIRM-CE22,2024-08-13,5,133272.00,130800.00,120
A00211502,Paris,Hopkins,Maintenance,FIRM-A66A,2024-08-15,4,520380.00,520750.00,365
A00209692,Paris,Hunt,Maintenance,FIRM-B686,2024-08-15,5,202561.00,253300.00,365
A00207139,Pharr,Cameron,Maintenance,FIRM-5CC6,2024-08-04,3,970690.00,970690.00,365
A00207139,Pharr,Cameron,Maintenance,FIRM-AFF1,2024-08-04,3,970690.00,970690.00,365
A00207033,Pharr,Hidalgo,Maintenance,FIRM-AFF1,2024-08-04,3,625150.00,625150.00,365
A00207033,Pharr,Hidalgo,Maintenance,FIRM-5CC6,2024-08-04,3,625150.00,625150.00,365
A00208103,Pharr,Hidalgo,Maintenance,FIRM-AFF1,2024-08-06,3,753500.00,753500.00,730
A00208103,Pharr,Hidalgo,Maintenance,FIRM-5CC6,2024-08-06,3,753500.00,753500.00,730
A00206556,Tyler,Rusk,Maintenance,FIRM-68F6,2024-08-01,5,1069580.00,1015331.12,730
A00210661,Amarillo,Armstrong,Maintenance,FIRM-EBF6,2024-08-02,3,1759440.00,2356171.00,120
A00210658,Amarillo,Gray,Maintenance,FIRM-EBF6,2024-08-02,3,1489814.00,1991316.00,120
A00210659,Amarillo,Sherman,Maintenance,FIRM-EBF6,2024-08-02,3,2026146.00,2664531.00,120
A00188577,Austin,Travis,Maintenance,FIRM-C20C,2024-08-02,3,595820.00,631634.60,365
A00210876,Dallas,Kaufman,Maintenance,FIRM-EBF6,2024-08-07,4,168288.00,187560.00,180
A00211365,Pharr,Hidalgo,Maintenance,FIRM-EBF6,2024-08-01,2,539800.00,563500.00,120
A00209511,Beaumont,Jasper,Maintenance,FIRM-40DE,2024-08-27,3,299999.99,200218.80,35
A00208037,Fort Worth,Palo Pinto,Maintenance,FIRM-9557,2024-08-01,2,5457150.00,4756110.68,365
A00210238,Pharr,Hidalgo,Maintenance,FIRM-5CC6,2024-08-17,3,362410.92,362410.92,730
A00210238,Pharr,Hidalgo,Maintenance,FIRM-D717,2024-08-17,3,362410.92,362410.92,730
A00210633,Wichita Falls,Archer,Maintenance,FIRM-2479,2024-08-01,14,626451.20,726966.50,79
A00205780,Bryan,Freestone,Maintenance,FIRM-3FEF,2024-08-14,5,833890.00,883540.00,32
A00209626,Lufkin,Shelby,Maintenance,FIRM-5AF6,2024-08-14,6,116036.50,130524.42,365
A00207032,Pharr,Hidalgo,Maintenance,FIRM-5CC6,2024-08-04,3,805354.00,805354.00,365
A00207032,Pharr,Hidalgo,Maintenance,FIRM-AFF1,2024-08-04,3,805354.00,805354.00,365
A00207150,Pharr,Starr,Maintenance,FIRM-5CC6,2024-08-06,3,293923.25,320473.25,180
A00207150,Pharr,Starr,Maintenance,FIRM-AFF1,2024-08-06,3,293923.25,320473.25,180
A00208098,Pharr,Cameron,Maintenance,FIRM-AFF1,2024-08-17,3,785685.00,785685.00,365
A00208098,Pharr,Cameron,Maintenance,FIRM-5CC6,2024-08-17,3,785685.00,785685.00,365
A00208099,Pharr,Starr,Maintenance,FIRM-5CC6,2024-08-17,3,529902.00,529902.00,730
A00208099,Pharr,Starr,Maintenance,FIRM-AFF1,2024-08-17,3,529902.00,529902.00,730
A00206231,San Antonio,Bexar,Maintenance,FIRM-3FEF,2024-08-22,4,212600.00,247291.52,365
A00205959,Abilene,Taylor,Maintenance,FIRM-FAE7,2024-08-02,5,553523.06,666507.30,50
A00205965,Abilene,Scurry,Maintenance,FIRM-B029,2024-08-20,4,336613.00,434825.00,365
A00207511,Beaumont,Orange,Maintenance,FIRM-A40A,2024-08-01,6,379813.60,633899.85,29
A00193357,Beaumont,Jefferson,Maintenance,FIRM-035A,2024-08-14,5,127999.24,228002.50,12
A00210532,Brownwood,Brown,Maintenance,FIRM-FAE7,2024-08-22,3,767379.00,948449.76,60
A00210922,Brownwood,Brown,Maintenance,FIRM-DC30,2024-08-22,4,428950.80,564505.04,40
A00207541,Corpus Christi,Karnes,Maintenance,FIRM-A40A,2024-08-20,3,252597.00,235875.00,35
A00207538,Corpus Christi,Kleberg,Maintenance,FIRM-6244,2024-08-20,4,199640.00,170387.50,25
A00207539,Corpus Christi,Nueces,Maintenance,FIRM-A40A,2024-08-20,4,140026.00,105400.00,16
A00207542,Corpus Christi,San Patricio,Maintenance,FIRM-A40A,2024-08-20,4,198732.20,205325.00,22
A00209146,Dallas,Collin,Maintenance,FIRM-FAE7,2024-08-07,5,152014.36,240742.81,14
A00208462,Dallas,Dallas,Maintenance,FIRM-2C76,2024-08-07,5,128183.00,131400.00,9
A00208463,Dallas,Dallas,Maintenance,FIRM-2C76,2024-08-07,4,232474.00,230480.00,16
A00208093,Dallas,Denton,Maintenance,FIRM-FAE7,2024-08-07,4,31755.00,73076.00,6
A00209400,Dallas,Ellis,Maintenance,FIRM-2C76,2024-08-07,4,104642.00,104610.00,13
A00208687,Dallas,Kaufman,Maintenance,FIRM-FAE7,2024-08-07,4,78113.16,88868.72,23
A00208504,Dallas,Navarro,Maintenance,FIRM-FAE7,2024-08-07,4,222132.70,234787.85,36
A00188443,Dallas,Denton,Maintenance,FIRM-DC30,2024-08-07,3,364566.65,681634.98,40
A00208108,El Paso,El Paso,Maintenance,FIRM-A40A,2024-08-01,3,372991.00,407400.00,60
